,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,9217.002620476627,9558.705032868878,9062.913042627266,9426.280975309492,1794706100.1814234,5.103e-05,246577759.0278575,1662.5,3.36749,102642095261.1466,351429871.03900963,18025897.91030938,26144.87793433,15679381.843490649,154019073,2.261187486748971,0.15445054108994102,0.7387396477575903,1.3010243431178712,15334385807.917421,169946389584.88412,228434530.11845687,244123.89431629,0,1625919.73715127,18019579.82177503,15679381.843490649,309538,0.48127449953282875,1662.5,35338.70455298,37262.44863696,24221.13385035,669109,333286642.129609,90520752.85884188,0.00992743,34.74436063,1.0586140037383163,1158038.14285714,1697.2443606300012,488058.37911182,0.7664366039168219,0.6768129602291082,0.7650812372118806,0.8373665619027932,73.81325729,4602979661.960509,93.62764853805977,1794706100.1814234,2302383011.191018,6879.2673395171105,13691480038694.48,166231723736.14917,69.25122420556116,327681.2614891509,0.00011224586522494816,82.23378722250483,133,0.72941536,728736
2019-10-30,9424.786560563225,9434.288245780446,8999.637223235753,9162.325919063758,1567304256.9920962,4.98e-05,207754781.50882113,1675.0,3.392675,102670791216.89369,297453214.862036,18027574.27907204,22624.2034786,15381282.234154005,144665178,2.0935199745569237,-0.3617019204749248,0.7337633629413208,1.276719489895777,14919879263.292368,165486571120.74417,218460812.07029113,204403.30003201,0,1624753.86548222,18021254.82176957,15381282.234154005,308902,0.4573061822452952,1675.0,33558.10837007,32392.23670102,23790.07514765,668386,308159245.42350596,91201360.02319407,0.00976611,33.05208778,0.9825528215579797,1079590.88059701,1708.05208778,421297.9178692,0.7709952726738832,0.6698599061424275,0.7652245090341652,0.8374255988653803,88.16518529,3868717719.0493126,89.6807726804739,1567304256.9920962,1877005879.035705,5788.148958730276,13691480038694.48,170070305649.6892,69.04458373983068,303512.5316849031,0.00010699862020964577,80.14412157312924,134,0.63032128,711325
2019-10-31,9160.630101322913,9424.646953380707,8947.617434234147,9152.60622854322,1546445652.561769,5.667e-05,203549865.11730018,1650.0,3.341575,102712975679.47598,324127859.5956075,18029225.79443199,22233.06389033,15106207.542974873,145683180,1.5606396733829835,-0.5501338284396883,0.7254026543724192,1.281829488457691,14900924937.554884,165004691372.6371,177697108.3048977,290031.19146937,0,1627577.67474203,18022904.82176411,15106207.542974873,300632,0.5188295645214461,1650.0,32579.5814861,35403.39074591,19409.25463052,660394,298275102.78320503,89840145.69448967,0.00992287,36.60882594,1.1148645289363783,1103660.45454545,1686.6088259400005,551634.50816982,0.7656085913786831,0.6675564914529685,0.7652446458371097,0.8373589100954867,62.14126395,5050366889.866769,90.84662644967217,1546445652.561769,2655315983.195507,7647.505758323314,13691480038694.48,165313765159.22626,68.96765784490164,335163.95306320133,0.00012177288492243008,79.81031420992404,132,0.83531121,721957
2019-11-01,9157.41879893184,9309.248467742953,9046.8401947222,9242.151432445778,1321552028.3159878,6.049e-05,217341271.17231798,1625.0,3.290475,102884266615.57005,326269445.2956941,18030851.97075483,23492.84547661,15033494.601862945,161372656,1.6805424843582908,-0.5653012827015973,0.7344945185988441,1.2863139755911537,15045790397.65249,166751798016.37442,228892527.27179766,364336.59317383,0,1626329.07675076,18024529.82176411,15033494.601862945,315875,0.5596160544410397,1625.0,36515.70405321,35267.10606194,24741.44346788,697210,337820701.3951738,88478931.36578529,0.00976386,39.84588331,1.1670105563127495,1241328.12307692,1664.845883310001,684190.81807871,0.7658740542121426,0.667379406076293,0.765285616416997,0.837363082421775,49.47219181,6329710135.526448,90.32919175590494,1321552028.3159878,3370616742.6091747,9078.627845202314,13691480038694.48,165214504214.03833,68.97286573382414,368629.45947528974,0.0001261444663553621,79.84043041504084,130,0.98132674,790414
2019-11-02,9231.919999489475,9387.928969705656,9191.98966928364,9302.581989887574,779483835.9978222,4.427e-05,90396499.83380762,1675.0,3.39158,102929097684.22736,134077840.3696299,18032527.93464269,9719.85429257,15577819.652849216,132434630,1.6484255317210461,-0.7147743751211432,0.7338108017606074,1.2696233234585843,15137033283.251835,167647144918.66403,78533994.97487357,176867.8235551,0,1627604.58873392,18026204.82176411,15577819.652849216,284358,0.4117194483770954,1675.0,13141.16426704,14416.6762502,8444.34230941,613180,122215335.51069586,91201360.02319407,0.00900431,27.27518395,0.892060064649192,988318.13432836,1702.2751839500008,411186.7023627,0.7658226043298225,0.6648190924660371,0.7652837212940596,0.8369679888327194,101.91907414,3824114801.824435,83.741801360207,779483835.9978222,1644904512.0795846,6236.528946968578,13691480038694.48,166982675008.4921,69.03098724959361,253664.41586351494,9.59184687963764e-05,80.13016410767845,134,0.67058075,634816
2019-11-03,9304.335635064625,9385.915388099527,9075.533155572497,9204.687720659305,768876144.6077588,4.231e-05,80723918.62626353,1725.0,3.49232,102936158856.41455,123062619.86071292,18034253.934982,8765.15586443,15886626.750745175,131518539,1.7816502370871046,-0.8511222627928253,0.7189322902164778,1.2593270031709172,14987501429.435793,166030720096.80835,82872691.51852544,156080.40358686,0,1627371.27090646,18027929.82176411,15886626.750745175,288785,0.3896598132313208,1725.0,13595.69000315,13362.37217569,8998.47369189,601849,125211392.75297481,93923788.68060285,0.00875828,25.67509242,0.8188040399493364,953032.89130435,1750.6750924200003,410615.0971682,0.7637018112079291,0.6642862740411704,0.7653515936842938,0.8369543522467648,115.504121,3781616688.076612,80.66059439913998,768876144.6077588,1437444124.5739787,6283.331350331981,13691480038694.482,167956842765.54373,68.80588225962308,236458.3246767691,8.890729234551656e-05,80.34855719171352,138,0.68225601,610943
2019-11-04,9208.816971477081,9551.164160947155,9120.682208933731,9410.427112271756,1355467610.5677147,6.7e-05,226576145.48624638,1650.0,3.34048,103008911000.37675,356805368.42998576,18035905.0688007,24056.85728129,15540294.215531861,156491279,2.2927801402780226,-1.2133740612133612,0.7551199064027773,1.2996413175891606,15344276549.806793,169809075765.17932,209468291.3099939,251946.5159093,0,1629187.70751952,18029579.82175865,15540294.215531861,310329,0.6310301287518998,1650.0,36067.58602797,37884.02264103,22240.42066823,691354,339697514.2537333,89840145.69448967,0.01043011,48.70898899,1.4782981929065155,1185539.99242424,1698.7089889899996,586195.08340821,0.7649939464042688,0.6466702069159461,0.7656410861419044,0.8358719864903895,71.5611397,5520996402.340498,98.23453218203697,1355467610.5677147,2372923020.490122,7985.7733991865,13691480038694.48,166157842562.33023,68.81661485643484,458758.7999064861,0.00015695919166433043,82.55679324169083,132,0.84789425,757129
2019-11-05,9408.276644327187,9478.7667042147,9181.390310712013,9304.273961217385,1186770635.5201373,6.554e-05,235130548.9028575,1800.0,3.643795,102741790342.74147,331514101.9190483,18037706.31583326,25199.43315437,16795417.001344237,163255645,2.1467025692107935,-1.1037657835447292,0.7226394884179962,1.287934581932764,15211069343.690708,168246968452.96802,225665050.35347456,309977.29759211,0,1630202.14481438,18031379.82171589,16795417.001344237,335704,0.6115397945933896,1800.0,34514.62300811,35529.06030297,24184.99585951,727421,322048603.3696653,98007431.66671602,0.01077338,43.61722185,1.2123269795396694,1133719.75694444,1843.6172218499996,805608.77572204,0.7664561621724317,0.6447108688722744,0.765619584820803,0.8358544092147402,58.17000136,7516964071.218925,100.52411645218999,1186770635.5201373,2892332207.7829256,10333.718831037491,13691480038694.482,169929698960.60944,68.91280367210388,406983.0163393852,0.00012992762031432452,81.7844674262864,144,1.10748628,782184
2019-11-06,9307.77016932234,9452.064989165901,9250.436797588876,9339.096592985852,1015196895.8819473,5.845e-05,221789279.88388056,1650.0,3.33975,102771567167.44827,299194708.2705715,18039357.42539616,23708.26929711,15435640.08078025,165276435,2.7900611130653252,-1.3685827022262507,0.7318404736632972,1.2902532446212802,15297656963.073105,168697792662.7137,174564781.2173045,252818.44431996,0,1635250.22979123,18033029.82168313,15435640.08078025,310101,0.5467958561949124,1650.0,26934.47396226,31982.55893911,18660.18432026,687165,251970209.60399544,89840145.69448967,0.00959363,38.39127647,1.1581640621538412,1252094.20454545,1688.3912764699994,504620.29889513,0.7536349373546806,0.6382503462049203,0.7656030188535692,0.8358483991391674,71.32798349,4720689279.515744,89.74776954434898,1015196895.8819473,2365099704.4276876,6869.804590669489,13691480038694.48,168154644163.7022,68.32592332286637,359147.8338379683,0.00012380249167206814,82.11709986785529,132,0.73435099,831199
2019-11-07,9340.456798878355,9369.747010868898,9080.952879909732,9202.015061238619,978471706.8530339,5.876e-05,217547901.0380695,1687.5,3.415305,102811149455.269,314529472.446738,18041046.0651948,23618.91735455,15543137.625273962,161955345,1.909537746061657,-1.480514702204589,0.7073486218388357,1.2793630407293317,15077338067.200994,166113240511.8508,202087981.04060695,262647.6760752,0,1636928.69495217,18034717.32167767,15543137.625273962,331125,0.5412235655473173,1687.5,32469.62627015,34148.09143109,21940.45219361,709206,299069552.44927543,91495629.00498703,0.01011969,40.58992089,1.1290707185633757,1199669.22222222,1728.08992089,578348.71492634,0.744738585832668,0.6385684225778512,0.7657598875150591,0.835887724820568,68.66505576,5327024397.926187,93.20991667858291,978471706.8530339,2419181615.5230865,7511.251146291624,13633911163357.947,168594075396.2558,68.17403298418826,373863.54168429784,0.00012258186754246885,80.89099799821284,135,0.81548762,799136
2019-11-08,9200.517517145881,9250.711674578717,8666.982744076839,8764.202067930997,1754380515.2215548,6.583e-05,199408660.24017334,1600.0,3.237915,102729600967.38962,308002627.64918596,18042647.30134014,22682.4122159,14066134.295920512,149590719,1.181458596858792,-1.702897881465032,0.6311532123164777,1.2618316931930793,14264453353.549469,158563288531.54916,325742091.71765786,308191.75681674,0,1622558.47168318,18036317.32167221,14066134.295920512,312840,0.5787335129377795,1600.0,49405.02344018,35034.80017119,37052.63548489,692034,434336059.1266704,80936306.11613324,0.0107303,41.34964558,1.1619950849815324,1168677.4921875,1641.3496455799998,649222.10684138,0.7649861201697973,0.6448694214691324,0.767328297938334,0.8363936244908071,58.52303614,5707528339.194567,94.33365052219742,1754380515.2215548,2709416650.174963,8247.468083185304,12720005267390.502,166092217408.76913,68.39896229122252,363518.5423856225,0.0001321750593913822,76.80177477433773,128,0.93813614,728522
2019-11-09,8767.75951060724,8880.498186495608,8718.995763295838,8803.606776246823,679430868.8426524,4.505e-05,77013372.53719378,1800.0,3.642335,102726070660.11961,127294483.08556218,18044448.11284578,8740.80758594,15859412.211513745,151076407,0.466943481678365,-1.3852254291024764,0.6600256591554742,1.2606369343162123,14274911346.323748,158929965624.4699,98115159.38416927,195265.67482129,0,1620163.47647037,18038117.32167221,15859412.211513745,296119,0.3969258445159412,1800.0,16842.57161086,14447.57639805,11135.80279875,646038,148396269.93253767,91053344.3806499,0.01001443,27.92855803,0.8309919590715449,1049141.71527778,1827.92855803,492732.93417409,0.7460361331427101,0.6381683041352181,0.7670851797502367,0.8363906026803363,92.37730768,4341363729.586423,88.23498524074977,679430868.8426524,1720443793.194577,6719.982037302718,12720005267390.502,158202479136.76135,67.97221179839806,246072.5079283068,9.431531928042443e-05,76.87435149942283,144,0.76269962,709807
2019-11-10,8806.084684868449,9136.83375632858,8745.785724307578,9036.411463492526,919525233.159613,3.355e-05,84341348.17291164,2075.0,4.19823,102767669595.50938,136592650.30605736,18046524.23003297,9326.81271449,18763998.25064583,138026122,0.9127028941135135,-1.3441930411441931,0.712712199651183,1.266070466810862,14652987773.315962,163135487790.44418,82314846.30287252,112694.14956955,0,1620387.57537105,18040192.32167221,18763998.25064583,305653,0.3033889837634543,2075.0,14880.87742681,15104.97632749,9102.71381381,606831,134566148.43601826,104964271.99436028,0.00772778,24.29015957,0.7186360305335427,831482.6626506,2099.2901595699996,332661.27654405,0.7515110575239757,0.6392229514939457,0.767407011712552,0.8364910636186697,160.08100146,3008219571.6289945,69.88147007295221,919525233.159613,1019080879.7017137,4957.260878695936,12720005267390.502,159027546347.04288,67.76259297025074,219653.25864066897,7.946972406617962e-05,79.4651155789284,166,0.54819427,594556
2019-11-11,9040.597134316558,9072.124844381202,8605.47195534987,8720.637397993542,1098487135.3661604,3.51e-05,161093240.00105003,1887.5,3.81863,102762560943.22577,221124021.11486095,18048412.91139495,18488.39615709,16446179.967069698,152706747,0.9487887246981963,-1.4577709362824762,0.6632984323545269,1.2560549483723773,14122125966.466084,157204392968.14206,157741144.24013433,169784.70557373,0,1620772.28967926,18042079.82166675,16446179.967069698,327772,0.3058335983280246,1887.5,24993.31212042,25378.02642863,18103.68184888,681107,217771925.35394526,95479548.62137593,0.00964093,29.72540037,0.7901943857731185,1011302.9602649,1917.2254003700002,400111.45082194,0.7502036264027284,0.6419627806574066,0.7682651925240338,0.836738869866889,106.26445863,3486254266.014825,84.0034277244616,1098487135.3661604,1479369442.9253008,5118.511873055327,12720005267390.502,163225701472.89825,67.88006028906523,259003.59421362658,9.068926073612145e-05,77.10316346109893,151,0.58744287,704180
2019-11-12,8715.661976321373,8866.295643582302,8560.279714133098,8804.741550642582,997499593.5449076,4.117e-05,217978001.50014412,1687.5,3.41348,102799663442.5586,274009458.50761104,18050101.63849853,24801.34709423,14831366.86624051,140367402,1.0320865586755141,-1.1263610858998887,0.6738536238859912,1.2586726699042665,14127653127.51819,158585915731.34256,335224687.2380993,214858.87739786,0,1607432.06392885,18043767.32166129,14831366.86624051,301363,0.3618414067455537,1687.5,44516.78320474,31176.55745433,38141.57284464,650302,391256144.2455662,85362510.35685928,0.00979004,29.43688924,0.8584981812273945,1039758.53333333,1716.9368892399993,490262.77427005,0.7506898473652095,0.6370317132081401,0.7683183371146102,0.8367502296993807,83.97962207,4308899002.109612,86.04425177787807,997499593.5449076,1888385680.0925944,6625.99686231926,12720005267390.502,157661322168.6609,67.56632088011733,258719.5873892313,9.767917508121435e-05,78.13795047033372,135,0.75390015,682025
2019-11-13,8793.82878447896,8827.158814606399,8705.52449025286,8759.695423652991,690902485.5051928,4.951e-05,198308095.4883105,1687.5,3.413115,102986351048.99806,284064568.4400643,18051790.14559843,22620.533354,14793855.91398306,153522138,1.0212651524912895,-0.6860316185317011,0.6777850509284709,1.2644781672388874,14094068671.263628,158199619871.92133,196161406.61272055,251360.08083525,0,1607676.93162924,18045454.82165583,14793855.91398306,316690,0.43404077410447484,1687.5,32157.70280116,32402.57050155,22375.66565361,685777,281917879.56447434,85362510.35685928,0.00941,33.14115824,0.9174257706392581,1137201.02222222,1720.6411582400003,529483.47044129,0.7507510623140852,0.6188914124842826,0.768291531193495,0.836670821503348,71.79125166,4641838323.285424,82.49492394108479,690902485.5051928,2203605818.313377,6768.728497509109,12720005267390.502,159158657912.9106,67.5481786856281,290539.56730374665,0.00010464857823107772,78.08440965586264,135,0.77209278,746140
2019-11-14,8774.826229052567,8790.98531736937,8559.06328136587,8633.587387260768,810721329.886817,3.515e-05,205894196.72920582,2112.5,4.272325,102973564050.02185,273312271.1242374,18053903.62263346,23815.36355205,18263483.135154877,164701699,0.6293712550696476,-0.970454225644377,0.6735431825569452,1.2565905761684555,13907271310.046864,156029084690.90356,197690592.04951966,262461.2862634,0,1608625.82592052,18047567.32165037,18263483.135154877,346544,0.3038870684973699,2112.5,30664.58099584,31613.47528712,22866.46926077,708249,265108666.44455126,106861216.66895717,0.01,29.48174335,0.7354982902931007,974566.26627219,2141.9817433499998,543451.18691369,0.7528082586771951,0.6168955752178199,0.7683577589092478,0.8367418979807772,68.76277861,4698372348.865362,86.4543580362361,810721329.886817,2269092201.326704,6633.786060537304,12720005267390.502,158783378515.83542,67.43788159285712,254882.51951133227,8.507359339650953e-05,77.06277933549974,169,0.76731656,746968
2019-11-15,8637.445731564008,8770.2615493381,8376.916300050601,8463.451942662025,1318639833.5942109,3.432e-05,212033782.4581556,1975.0,3.99383,102954554834.78731,305061248.324062,18055880.22870583,25045.69345904,16720108.829875803,178979979,0.6716101105184692,-1.1284501133678126,0.7823532696655032,1.2474954969584877,13607400164.65499,152805221239.1656,223063428.40566838,264969.14723267,0,1607322.99045647,18049542.32164491,16720108.829875803,328438,0.2905489291348545,1975.0,37337.04861244,36034.21314839,26348.52892309,743022,316090894.27157474,99905752.86210199,0.0104206,30.10627686,0.7760248922946775,1132784.67721519,2005.106276860001,676739.37537372,0.7518866057640449,0.6177768997966228,0.762125880030522,0.8368421471288102,68.1194113,5729192914.283935,88.219527125369,1318639833.5942109,2243196444.7036085,7710.663928258101,12720005267390.502,156022214384.2074,67.3749702043153,254876.06357547926,9.166502310938443e-05,75.65967822506019,158,0.91079319,779428
2019-11-16,8460.546874459988,8539.537210390752,8418.009487475252,8473.622430772186,490636325.5029821,2.722e-05,82169554.29798856,1850.0,3.740885,102955524634.03957,124892118.50790752,18057731.91903719,9692.44593094,15683726.949254815,172804653,1.062396774847023,-1.028387281254424,0.8022829933816942,1.2437511973128976,13631968287.002197,153034112554.8939,76587700.58172393,133600.77927734,0,1607981.40726062,18051392.32164491,15683726.949254815,280324,0.23076272841011677,1850.0,14073.43997882,14731.85678297,9034.02912679,621324,119310264.79164289,93582603.94677904,0.00876757,22.55663644,0.6821684074809403,1167599.00675676,1872.5566364399995,357508.2366141,0.7476714924313915,0.6174981849302198,0.7620055415024046,0.8368231757835967,135.11442388,3030844089.2784467,74.32874264242055,490636325.5029821,1132626022.9153845,4878.041262843368,12720005267390.502,152997559295.7265,67.46773838256644,191228.17665868712,8.046630484724818e-05,76.10388618618184,148,0.57539744,666406
